가수,제목,가사
방탄소년단,PermissiontoDance,"It’s the thought of being young
When your heart’s just like a drum
Beating louder with no way to guard it
When it all seems like it’s wrong
Just sing along to Elton John
And to that feeling, we’re just getting started
When the nights get colder
And the rhythms got you falling behind
Just dream about that moment
When you look yourself right in the eye, eye, eye
Then you say
I wanna dance
The music’s got me going
Ain’t nothing that can stop how we move yeah
Let’s break our plans 
And live just like we’re golden
And roll in like we’re dancing fools 
We don’t need to worry 
‘Cause when we fall we know how to land 
Don’t need to talk the talk, just walk the walk tonight 
‘Cause we don’t need permission to dance 
There’s always something that’s standing in the way
But if you don’t let it faze ya
You’ll know just how to break
Just keep the right vibe yeah
‘Cause there’s no looking back
There ain’t no one to prove
We don’t got this on lock yeah
The wait is over
The time is now so let’s do it right 
Yeah we’ll keep going
And stay up until we see the sunrise
And we’ll say
I wanna dance
The music’s got me going
Ain’t nothing that can stop how we move yeah
Let’s break our plans
And live just like we’re golden
And roll in like we’re dancing fools
We don’t need to worry
‘Cause when we fall we know how to land
Don’t need to talk the talk, just walk the walk tonight
‘Cause we don’t need permission to dance
Da na na na na na na
Da na na na na na na
Da na na na na na na
No, we don’t need permission to dance 
Da na na na na na na
Da na na na na na na
Da na na na na na na
Well let me show ya
That we can keep the fire alive
‘Cause it’s not over
Till it’s over say it one more time
Say
I wanna dance
The music’s got me going
Ain’t nothing that can stop how we move yeah
Let’s break our plans
And live just like we’re golden
And roll in like we’re dancing fools
We don’t need to worry
‘Cause when we fall we know how to land
Don’t need to talk the talk, just walk the walk tonight
‘Cause we don’t need permission to dance"
ITZY(있지),CAKE,"ITZY ITZY like that!
Cake cake cake cake cake
It’s a piece of cake cake cake cake cake
Cake cake cake cake cake
Yeah piece of cake cake cake cake cake
Ooh wee
lalala lalala la la
Ooh wee
lalala lalala la
왕 하고 먹어버려 다 yeah like
Cake cake cake cake cake
하늘은 참 파래 또 내 시간은 never waits
똑같은 건 뻔해 또 다른 걸 난 원해 chase
어떻게 모두를 다 맞춰줘
존중해 줘 I do me, you do you, you & I
너는 너 나는 나 좋잖아
Cake cake can’t wait till I bite them
어차피 인생은 내꺼
Baam baam can’t wait till I shoot them
뭘 그리 복잡해 매번
Shake it shake shake it shake shake it shake
Bust it up bust it up bust it up
우린 너무나 바빠 yeah like my birthday
Maybe
쉽지 않아 anyway
생각대로 everyday
고민 고민 대신에
나만 생각해 이제
다 괜찮아 어때 껌이라고 난 생각해
Alright alright
왕 하고 먹어버려 다 yeah like
CAKE CAKE CAKE CAKE CAKE
It’s a piece of CAKE CAKE CAKE CAKE CAKE
CAKE CAKE CAKE CAKE CAKE
Yeah piece of CAKE CAKE CAKE CAKE CAKE
Ooh wee lalala lalala la la
Ooh wee lalala lalala la
왕 하고 먹어버려 다 yeah like 
CAKE CAKE CAKE CAKE CAKE
장담 못 해 날씨처럼 it’s up in the air
내일도 너 행복할지 who can guarantee it so
A T M 지금이 훨씬 중요해
Yeah, your way, just live it up cause
Maybe
쉽지 않아 anyway
생각대로 everyday
고민 고민 대신에
나만 생각 해 이제
다 괜찮아 어때 껌이라고 난 생각해
Alright alright
왕 하고 먹어버려 다 yeah like
CAKE CAKE CAKE CAKE CAKE
It’s a piece of CAKE CAKE CAKE CAKE CAKE
CAKE CAKE CAKE CAKE CAKE
Yeah piece of CAKE CAKE CAKE CAKE CAKE
Ooh wee lalala lalala la la
Ooh wee lalala lalala la
왕 하고 먹어버려 다 yeah like 
CAKE CAKE CAKE CAKE CAKE
Sometimes sometimes
시원한 바람을 원해
힘이 더 날지 몰라 ooh
Sometimes sometimes
가끔 무관심이 편해
Ay 누구든 들리게 말해
Ay 쉽게 좀 생각해 like that
쉽지 않아 anyway
생각대로 everyday
고민 고민 대신에
나만 생각 해 이제
다 괜찮아 어때 껌이라고 난 생각해
Alright alright 
왕 하고 먹어버려 다 yeah like"
멜로망스,사랑인가봐,"너와 함께 하고 싶은 일들을
상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들 생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
너의 행복해하는 모습을 보고 있으면
나도 모르게 따라 웃는데
이 정도면 알아줄 만하잖아
너도 용기 낼만 하잖아
나만 이런 게 아니라면
우리 만나볼 만하잖아
아무래도 사랑인가 봐"
IVE(아이브),IAM,"다른 문을 열어 따라 갈 필요는 없어
넌 너의 길로 난 나의 길로 음
하루하루마다 색이 달라진 느낌
밝게 빛이 나는 길을 찾아
I’m on my way 넌 그냥 믿으면 돼
I’m on my way 보이는 그대로야
너는 누군가의 Dreams come true
제일 좋은 어느 날의 데자뷰
머물고픈 어딘가의 낯선 뷰
I’ll be far away
That’s my
Life is 아름다운 갤럭시
Be a writer, 장르로는 판타지
내일 내게 열리는 건 big big 스테이지
So that is who I am
Look at me
Look at me
Look at me
now
어제랑 또 다른 짜릿한 나
두려운 모든 게 설레이게
I’m in sky high, OMG
사소한 건 다 아득해져 와
Look at me now
Look at me now
I’m on fire
I’m on my way 넌 그냥 믿으면 돼
I’m on my way 보이는 그대로야
너는 누군가의 Dreams come true
제일 좋은 어느 날의 데자뷰
머물고픈 어딘가의 낯선 뷰
I’ll be far away
That’s my
Life is 아름다운 갤럭시
Be a writer, 장르로는 판타지
내일 내게 열리는 건 big big 스테이지
So that is who I am
어느 깊은 밤 길을 잃어도
차라리 날아올라 그럼 네가
지나가는 대로 길이거든
1, 2, 3
1, 2, 3
1, 2, 3
Fly up
I hope you’d be someone’s
dreams come true
제일 좋은 어느 날의 데자뷰
머물고픈 어딘가의 낯선 뷰
I’ll be far away
That’s my
Life is 아름다운 갤럭시
Be a writer, 장르로는 판타지
내일 내게 열리는 건 big big 스테이지
So that is who I am"
김호중,그중에그대를만나,"그렇게 대단한 운명까진
바란적 없다 생각했는데
그대 하나 떠나간 내 하룬 이제
운명이 아님 채울 수 없소
별처럼 수 많은 사람들
그 중에 그대를 만나
꿈을 꾸듯 서롤 알아보고
주는 것 만으로 벅찼던
내가 또 사랑을 받고
그 모든건 기적이었음을
그렇게 어른이 되었다고
자신한 내가 어제같은데
그대라는 인연을 놓지 못하는
내 모습 어린아이가 됐소
별처럼 수 많은 사람들
그 중에 그대를 만나
꿈을 꾸듯 서롤 알아보고
주는 것 만으로 벅찼던
내가 또 사랑을 받고
그 모든건 기적이었음을
나를 꽃처럼 불러주던
그대 입술에 핀 내 이름
이제 수많은 이름들
그 중에 하나되고
오 그대의 이유였던
나의 모든 것도 그저 그렇게
별처럼 수 많은 사람들
그 중에 서로를 만나
사랑하고 다시 멀어지고
억겁의 시간이 지나도
어쩌면 또다시 만나
우리 사랑 운명이었다면
내가 너의 기적이었다면"
Lauv,StealTheShow(From“엘리멘탈”),"Started out on a one-way train
Always knew where
I was gonna go next
Didn't know until I saw your face
I was missin' out on every moment
You'll be one and, baby, I'll be two
Would you mind it if
I said I'm into you
(I'm into you)
So if it's real
Then darlin' let me know
I wouldn't mind
If you steal the show
You and I, we go together
You're the sky,
I'll be the weather
A pretty thing, the
sun and rain, Who knew
Oh, yeah
Summer night, perfect occasion
Where am I, you know
I'll be waitin' for you
Oh, for you
So if it's real
Then darlin' let me know
I wouldn't mind
If you steal the show
So if it's real
Then darlin' let me know
I wouldn't mind
If you steal the show
You shine, you shine
Like forever, Lasts forever
You shine, you shine
And steal the show
So if it's real
Then darlin', let me know
I wouldn't mind
If you steal the show
(Started out on a one-way train)
(Always knew where I was gonna go next)
So if it's real
(didn't know until I saw your face)
Then darlin', let me know
(I was missing out on every moment)
(You'll be one and, baby, I'll be two)
(Would you mind it if
I said I'm into you) I wouldn't mind
If you steal the show."
"정국,방탄소년단",Dreamers[MusicfromtheFIFAWorldCupQatar2022OfficialSoundtrack](Feat.FIFASound),"الأ هو لا دان
الأ هو لا دان
(Oh RedOne)
الأ هو لا دان
الأ هو لا دان
Look who we are we are the dreamers
We make it happen 'cause we believe it
Look who we are we are the dreamers
We make it happen 'cause we can see it
Here's to the ones that keep the passion
Respect oh yeah
Here's to the ones that can imagine
Respect oh yeah
الأ هو لا دان
الأ هو لا دان
الأ هو لا دان
الأ هو لا دان
Gather 'round now look at me (هاييا هاييا)
Respect the love the only way (هاييا هاييا)
If you wanna come come with me (هاييا هاييا)
The door is open now every day (هاييا هاييا)
This one plus two rendezvous all invited
This what we do how we do
Look who we are we are the dreamers
We make it happen 'cause we believe it
Look who we are we are the dreamers
We make it happen 'cause we can see it
Here's to the ones that keep the passion
Respect oh yeah
Here's to the ones that can imagine
Respect oh yeah
الأ هو لا دان
الأ هو لا دان
الأ هو لا دان
الأ هو لا دان
Look who we are we are the dreamers
We make it happen 'cause we believe it
Look who we are we are the dreamers
We make it happen 'cause we can see it
Here's to the ones that keep the passion
Respect oh yeah
Here's to the ones that can imagine
Respect oh yeah
الأ هو لا دان
الأ هو لا دان
الأ هو لا دان
الأ هو لا دان"
"김호중,송가인",당신을만나,"당신을 만나 힘겨운 하룰 또 버티고
보잘 것 없던 내 삶도 이제 빛나고
당신을 만나 사랑에 아팠던 상처도 이젠
아물어 다시 웃을 수 있죠
음 감히 나 그대에게 음 영원을 약속해요
당신을 만나 꿈 같은 사랑을 하고
당신을 만나 그리움에 눈물도 흘리고
사랑한다 그 한마디 그걸로 모자라서
미안한 내 사랑이죠
나나나나나나 나나나나나나
당신을 만나
당신을 만나 조금 더 나은 날 만나고
매일 똑같은 하루가 표정을 짓고
당신을 만나 사랑을 또다시 믿게 되었고
잠들 때 편히 웃을 수 있죠
음 감히 나 그대에게 음 영원을 부탁해요
당신을 만나 겁없이 꿈을 또 꾸고
당신을 만나 시간이 흐르는게 아쉬워
사랑한다 그 한마디 그걸로 모자라서
미안해요
당신을 만나 당신을 만나
언제나 내곁에 이대로 머물러요
사랑한다 그 한마디 그걸로 모자라서
미안한 내 사랑이죠
나나나나나나 나나나나나나 사랑합니다
오 난 다시 태어나도
할수만 있다면 당신을 만나"
NewJeans,SuperShy,"I’m super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You’re on my mind 
All the time
I wanna tell you but I’m
Super shy, super shy 
I’m super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You’re on my mind 
All the time
I wanna tell you but I’m
Super shy, super shy 
And I wanna go out with you 
Where you wanna go? (Huh?) 
Find a lil spot
Just sit and talk
Looking pretty
Follow me
우리 둘이 나란히 
보이지? (봐) 
내 눈이 (heh) 
갑자기 
빛나지 
When you say 
I’m your dream 
You don’t even know my name 
Do ya?
You don’t even know my name 
Do ya-a?
누구보다도
I’m super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You’re on my mind 
All the time
I wanna tell you but I’m
Super shy, super shy
I’m super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You’re on my mind 
All the time
I wanna tell you but I’m
Super shy, super shy 
나 원래 말도 잘하고 그런데 왜 이런지 
I don’t like that
Something odd about you
Yeah you’re special and you know it
You’re the top babe 
I’m super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You’re on my mind 
All the time
I wanna tell you but I’m
Super shy, super shy
I’m super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You’re on my mind 
All the time
I wanna tell you but I’m
Super shy, super shy 
You don’t even know my name 
Do ya?
You don’t even know my name 
Do ya-a?
누구보다도
You don’t even know my name 
Do ya?
You don’t even know my name 
Do ya-a?"
LESSERAFIM(르세라핌),"이브,프시케그리고푸른수염의아내","I’m a mess mess mess mess
mess mess mess
I’m a mess mess mess mess
mess mess mess
I’m a mess in distress
but we’re still the best dressed
Fearless say yes, we don’t dress to impress
괜찮단다 뭐를 해도 거짓말인 걸 난 알아
괜찮겠지 뭘 해도 착한 얼굴에 네 말 잘 들을 땐
괜찮지 않아 그런 건 내 룰은 나만 정할래 yeah
볼 거야 금지된 걸
Never hold back 더 자유롭게
Boom boom boom 내 심장이 뛰네
Get it like boom boom boom
Get it like boom boom boom
Boom boom now
Boom boom boom 내 심장이 뛰네
Get it like boom boom boom
Get it like boom boom boom
(Push it) I wish for what’s forbidden
Get it like boom boom boom
Get it like boom boom boom
(Push it) I wish for what’s forbidden
Get it like boom boom boom
Get it like boom boom boom
I’m a mess mess mess mess
mess mess mess
I’m a mess mess mess mess
mess mess mess
I’m a mess in distress
but we’re still the best dressed
Fearless say yes, we don’t dress to impress
웃어 웃어 더 인형이 되렴
덮어 덮어 다 감정 따윈 다
싫어 싫어 난 인형이 아냐
찡그린대도 그것도 나야
보지 말라 보고 파 날 둘러싼 이 금기들
그날의 이브처럼
Take it on the chain I know I like that
Boom boom boom 내 심장이 뛰네
Get it like boom boom boom
Get it like boom boom boom
Boom boom now
Boom boom boom 내 심장이 뛰네
Get it like boom boom boom
Get it like boom boom boom
(Push it) I wish for what’s forbidden
Get it like boom boom boom
Get it like boom boom boom
(Push it) I wish for what’s forbidden
Get it like boom boom boom
Get it like boom boom boom
What you waiting for?
이게 타락이면 we fall fall fall
What you looking for?
원한다면 now we fall we fall we fall
Boom boom boom 내 심장이 뛰네
Get it like boom boom boom
Get it like boom boom boom
Boom boom now
Boom boom boom 내 심장이 뛰네
Get it like boom boom boom
Get it like boom boom boom
Girl wanna have fun
Girl wanna have fun
Get it like boom boom boom
Get it like boom boom boom
Girl wanna have fun
Girl wanna have fun
Get it like boom boom boom
Get it like boom boom boom"
